PC1,PC2,PC3
2.7859714146202554,0.05635842734156169,-0.8512736405874913
-1.2949614256364423,1.4819567298374472,0.41158399901769044
1.439508457088601,-1.117589359180727,1.0190816987622267
1.0804326586702442,-0.026586287648726798,1.5014343674324144
-1.664464837697085,-0.9567588589432122,-0.17934327347343346
-1.727735742409343,-1.0105525441521985,-0.3814751903982543
-2.3195136577552433,-0.8340546139973202,-0.3602276531436843
-0.43372724759434883,1.6898079497199223,0.13636071948441067
1.1890129721066853,-0.09804304448954679,0.773670337849455
0.7440850748306655,-0.7726536610458246,0.8558456010696028
-1.965159957045358,-0.9875574262113315,-0.797721957707444
-1.5046866567061392,1.7259585243088795,-0.1348200411545502
-0.7202798723124045,0.7824161002302704,-0.5145494146237524
-2.126544709459226,-0.6963193534743217,0.0195233459803627
-2.077328578326052,-0.9377608414744666,-0.6545567154922318
-1.476771461650332,-1.1026582406007277,-0.06408448297897477
1.995182283847279,-0.5769189221860473,-0.011244909034233664
1.6722406808642363,-0.2631978261274811,0.915226383262731
2.0061532753871325,-0.13851818327261148,-0.984603084838171
2.1650107418976696,-0.7944605772241957,-0.20177865161077296
0.16207961375882662,-0.6940088202089976,1.4240576908253546
-1.9772963401438424,-0.7969803590323443,-0.6795940430923262
2.145000858174443,0.2685495862107393,-1.3010889053112917
2.9530752238658966,-0.8133994605803688,-1.129567116781197
1.8985315728263947,-0.7091062676042826,-0.48901389061207146
-1.298792451268386,2.5373477114691223,-0.7469209930805276
-2.337340972894136,-1.3319635742145859,-0.345179266375395
0.8256336577131137,-1.1040261724916376,0.6955237258220661
1.2388888027899032,-0.057690323511529244,1.5146286419217119
-1.9594031914206271,-0.7245908536595228,-0.30555978923178495
0.4118562743066697,-0.5782527649807204,1.309015575016928
-1.8462558794019028,-0.8129946119970296,-0.8809209143635705
-1.4814654186011715,-1.2874937692381256,-0.4909639534628588
-1.5998127546530334,1.2526428170187924,-0.5361772848955091
-1.1406009257046525,2.6361181537501728,0.02088337684965164
-1.123300055689034,2.5583971832183825,-0.06442154359213417
2.81111736673391,-0.2580945817726413,-0.48473543064913216
-2.365046429377195,-0.763933778386078,-0.5759478200382425
1.1778478477903402,-0.40935053628137275,0.7004031772185709
1.609335269015271,-0.2616645655344281,-1.389129838537182
-2.429593982188465,-0.9993738428464426,-0.873378048340801
3.1374039739257817,-0.4491194202292163,-1.0098310911398014
-2.5084092106903113,-1.033567355435642,-0.699479906403966
-1.2428754120640317,2.629464967736216,-1.2374283485686253
1.4072732241222599,0.6571207770525278,-1.128199406265324
1.504755690045747,0.40191342187568835,1.297774167710416
2.0280608865932366,0.15678461908983637,-0.6392000256949264
0.5647349583545431,-0.38570121562618886,1.4184446342415014
1.8513706201307807,-0.3595172637720264,1.0135401074661463
-1.9254725238698511,-1.2577800521679285,-0.3971896477459802
-0.9681895064419707,1.0186955636234631,-0.013517855801997606
-1.48559014549078,2.1338434130351467,-0.186184220675885
-1.1278455334227808,1.7862256623812414,-0.2227106805673828
-1.129369206880402,1.023284259403991,-0.4371187818823403
1.2928621690404198,-0.9847059009299026,1.4954999230704689
-1.0342690426214984,1.7940131136874722,0.3203348059948322
-2.2964017166598376,-0.8658946044201847,-0.7126229676915148
-2.156535459038897,-0.9722394270198088,-0.05319890352413939
-1.8301558088609515,-1.2256632239167928,-0.23031358766771265
